Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,7,0,2680,138979,173723,885,885,885,2,108,16,2,2,4,0
1,4,0,2417,184833,205370,798,798,798,3,54,12,1,1,4,1
4,7,0,2824,145843,182303,932,932,932,2,104,8,3,3,4,2
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
6,8,1,2797,162714,180793,924,924,924,2,104,8,1,1,4,0
2,1,1,1372,45456,56819,453,453,453,1,2,2,2,2,4,1
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
1,2,1,827,160485,175606,273,273,273,2,4,4,1,1,4,3
