ID,Src_node,Dst_node,Min_Req_BW,Max_Req_BW,Satisfied_Bandwidth,Latency,Result,Lead_Time,Score,Customer_ID,Priority,Users_count,Price,Normal_Price,Used_F_Links,Route,F_Links,S_Links,Hops,Carrier_ID
1,0,1,100,100,100,20,1,0,100,3,1,0,2.0,2.0,0->0,0->1,0,1,1,0
2,4,8,129,161,161,20,2,1,100,4,3,2497,54.0,4.0,4->5,4->5->8,1,1,2,0
1,0,4,140,176,176,20,1,0,100,3,2,2905,2.0,2.0,0->0,0->4,0,1,1,1
2,1,4,72,90,90,20,1,0,100,3,2,857,4.0,4.0,0->0,1->0->4,0,2,2,1
3,1,0,42,53,53,20,1,0,100,3,3,1483,2.0,2.0,0->0,1->0,0,1,1,1
4,1,9,131,164,164,20,2,1,100,3,3,2472,58.0,8.0,1->3,1->3->4->6->9,1,3,4,1
5,4,5,143,178,178,20,1,0,100,3,2,2971,8.0,8.0,0->0,4->6->9->8->5,0,4,4,1
6,5,7,100,100,100,20,1,0,100,3,1,0,4.0,4.0,0->0,5->8->7,0,2,2,1
7,5,9,100,100,100,20,1,0,100,3,1,0,4.0,4.0,0->0,5->8->9,0,2,2,1
8,7,9,100,100,100,20,1,0,100,3,1,0,4.0,4.0,0->0,7->8->9,0,2,2,1
9,7,10,100,100,100,20,1,0,100,3,1,0,2.0,2.0,0->0,7->10,0,1,1,1
10,9,10,100,100,0,20,0,0,0,3,1,0,0.0,0.0,0->0,,0,0,0,1
11,0,1,100,100,100,20,1,0,100,4,1,0,2.0,2.0,0->0,0->1,0,1,1,1
12,0,2,54,60,60,20,2,2,100,4,1,932,54.0,4.0,1->2,0->1->2,1,1,2,1
13,1,6,152,168,0,20,0,0,0,4,1,2592,0.0,0.0,0->0,,0,0,0,1
14,6,8,146,162,0,20,0,0,0,4,1,2502,0.0,0.0,0->0,,0,0,0,1
15,0,4,100,100,100,20,1,0,100,4,1,0,2.0,2.0,0->0,0->4,0,1,1,1
16,1,2,100,100,100,20,2,2,100,4,1,0,52.0,2.0,1->2,1->2,1,0,1,1
17,1,4,100,100,100,20,2,1,100,4,1,0,54.0,4.0,1->3,1->3->4,1,1,2,1
18,2,7,100,100,0,20,0,0,0,4,1,0,0.0,0.0,0->0,,0,0,0,1
19,2,4,148,161,161,20,2,4,100,4,1,948,104.0,4.0,"2->5, 5->4",2->5->4,2,0,2,1
