Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,2,1,1086,60104,75129,359,359,359,1,4,4,3,3,4,0
2,6,1,1411,42404,53005,466,466,466,1,6,6,3,3,4,1
4,6,1,1334,58622,73277,441,441,441,1,2,2,3,3,4,2
1,0,1,864,76471,95588,286,286,286,1,2,2,3,3,4,3
6,10,1,1243,53494,66867,411,411,411,1,56,6,3,3,4,4
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,9
2,4,1,1476,149982,162477,488,488,488,2,6,6,1,1,4,10
