Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
4,5,0,1001,158616,165128,0,0,0,2,4,4,1,1,3,1
0,1,1,885,52036,57817,0,0,0,1,2,2,1,1,3,0
0,4,1,2496,129749,162186,0,0,0,2,2,4,2,2,3,1
0,5,1,2462,128400,160499,0,0,0,2,4,8,2,2,3,2
4,9,1,1020,59650,66277,0,0,0,1,6,6,1,1,3,3
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
9,10,1,1010,152259,165323,0,0,0,2,6,6,1,1,3,8
