Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
4,5,0,1206,180145,200181,398,398,398,3,4,6,1,1,3,1
0,1,1,1128,61488,68319,373,373,373,1,2,2,1,1,3,0
1,5,1,2363,140508,175634,780,780,780,2,6,12,2,2,3,1
0,4,1,2392,123941,154926,790,790,790,2,2,4,3,3,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
5,9,1,953,181277,190307,315,315,315,2,6,6,1,1,3,6
9,10,1,831,159376,174219,275,275,275,2,6,6,1,1,3,7
