Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,4,0,2101,90179,112723,694,694,694,2,6,12,2,2,4,0
0,4,0,1854,100386,125482,612,612,612,2,6,12,2,2,4,1
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,7,1,2048,115564,144455,676,676,676,2,58,16,3,3,4,0
2,10,1,1796,113460,141825,593,593,593,2,56,12,3,3,4,1
6,10,1,2021,118793,148491,667,667,667,2,6,12,3,3,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
1,2,1,2100,227317,241463,693,693,693,3,4,6,1,1,4,8
