Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
4,8,0,2547,132358,165447,0,0,0,2,54,8,3,3,4,0
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
6,8,0,1656,185744,207179,0,0,0,3,6,10,1,1,4,5
0,2,1,1800,104949,116610,0,0,0,2,54,8,1,1,4,0
1,6,1,1750,91089,113861,0,0,0,2,106,12,3,3,4,1
2,4,1,2375,123676,154595,0,0,0,2,54,8,2,2,4,2
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,1,1,1772,192408,215509,0,0,0,3,54,6,1,1,4,5
