Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
1,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
0,1,0,1222,163914,179892,0,0,0,2,4,4,1,1,3,2
4,9,0,1191,169124,176804,0,0,0,2,6,6,1,1,3,3
0,4,1,1191,61925,77406,0,0,0,1,2,2,2,2,3,0
0,5,1,1186,69438,77153,0,0,0,1,4,4,1,1,3,1
4,5,1,1230,63878,79847,0,0,0,1,2,2,3,3,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,749,144343,149270,0,0,0,2,6,6,1,1,3,7
