Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
7,8,0,2996,155991,194988,989,989,989,2,52,4,3,3,4,0
1,4,0,2763,138348,172935,912,912,912,2,54,8,3,3,4,1
2,6,0,841,87719,97465,278,278,278,1,56,6,1,1,4,2
0,4,0,2293,142797,178496,757,757,757,2,2,4,2,2,4,3
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
2,1,1,798,59737,74671,264,264,264,1,52,2,3,3,4,0
6,7,1,2721,170073,188969,898,898,898,2,6,12,1,1,4,1
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
