Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,0,0,1085,61602,77002,359,359,359,1,52,2,3,3,4,0
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,8,0,2873,231584,264480,949,949,949,3,4,6,1,1,4,4
4,6,1,882,52444,65555,292,292,292,1,52,2,3,3,4,0
2,0,1,1428,72485,90606,472,472,472,1,54,4,3,3,4,1
1,7,1,2962,158162,197702,978,978,978,2,6,12,2,2,4,2
0,2,1,1199,81610,102012,396,396,396,2,54,8,2,2,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,9
