Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,995,51273,64091,0,0,0,1,52,2,2,2,4,0
4,8,0,1016,59655,66283,0,0,0,1,56,6,1,1,4,1
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,2,1,952,49543,61928,0,0,0,1,54,4,2,2,4,0
1,6,1,2434,142216,158017,0,0,0,2,56,12,1,1,4,1
6,8,1,2460,128364,160454,0,0,0,2,4,8,2,2,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,1052,161975,168861,0,0,0,2,8,8,1,1,4,8
