Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
1,0,1,1309,52109,65136,432,432,432,1,2,2,2,2,3,0
0,5,1,2764,139670,174587,913,913,913,2,54,8,3,3,3,1
1,4,1,3130,133280,166600,1033,1033,1033,2,4,8,3,3,3,2
5,10,1,2541,126884,158604,839,839,839,2,4,8,2,2,3,3
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
5,9,1,2658,249033,265592,878,878,878,3,6,10,1,1,3,8
