Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
0,1,1,1302,71618,89522,430,430,430,1,2,2,3,3,3,0
1,4,1,2819,156699,174110,931,931,931,2,4,8,1,1,3,1
1,5,1,2671,139449,174311,882,882,882,2,6,12,3,3,3,2
4,7,1,2722,163509,204386,899,899,899,3,6,18,3,3,3,3
4,10,1,2353,145602,161779,777,777,777,2,6,12,1,1,3,4
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,8
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,9
