ID,Src_node,Dst_node,Min_Req_BW,Max_Req_BW,Satisfied_Bandwidth,Latency,Result,Lead_Time,Score,Customer_ID,Priority,Users_count,Price,Normal_Price,Used_F_Links,Route,F_Links,S_Links,Hops,Carrier_ID
1,0,4,100,100,100,20,1,0,100,3,1,0,2.0,2.0,0->0,0->4,0,1,1,0
2,1,5,100,100,100,20,1,0,100,3,1,0,6.0,6.0,0->0,1->0->4->5,0,3,3,0
3,4,5,100,100,100,20,1,0,100,3,1,0,2.0,2.0,0->0,4->5,0,1,1,0
4,4,6,160,176,176,20,1,0,100,4,1,994,2.0,2.0,0->0,4->6,0,1,1,0
1,0,1,58,72,72,20,1,0,100,3,3,1386,2.0,2.0,0->0,0->1,0,1,1,1
2,1,4,66,82,82,20,1,0,100,3,2,1271,4.0,4.0,0->0,1->0->4,0,2,2,1
3,1,7,61,76,76,20,1,0,100,3,3,994,12.0,12.0,0->0,1->0->4->6->9->8->7,0,6,6,1
4,4,7,46,51,51,20,1,0,100,3,1,1441,8.0,8.0,0->0,4->6->9->8->7,0,4,4,1
5,5,10,159,199,199,20,1,0,100,3,3,2554,4.0,4.0,0->0,5->8->10,0,2,2,1
6,10,9,132,166,166,20,1,0,100,3,3,2733,4.0,4.0,0->0,10->8->9,0,2,2,1
7,5,7,100,100,100,20,1,0,100,3,1,0,4.0,4.0,0->0,5->8->7,0,2,2,1
8,7,10,100,100,100,20,1,0,100,3,1,0,2.0,2.0,0->0,7->10,0,1,1,1
9,2,6,65,81,81,20,2,1,100,4,2,1425,58.0,8.0,2->1,2->1->0->4->6,1,3,4,1
10,1,0,45,51,51,20,1,0,100,4,1,1285,2.0,2.0,0->0,1->0,0,1,1,1
11,6,10,181,201,0,20,0,0,0,4,1,3016,0.0,0.0,0->0,,0,0,0,1
12,7,10,130,163,163,20,1,0,100,4,2,2626,2.0,2.0,0->0,7->10,0,1,1,1
13,0,1,100,100,100,20,2,2,100,4,1,0,56.0,6.0,3->1,0->4->3->1,1,2,3,1
14,0,4,100,100,0,20,0,0,0,4,1,0,0.0,0.0,0->0,,0,0,0,1
15,1,4,100,100,100,20,2,2,100,4,1,0,54.0,4.0,1->3,1->3->4,1,1,2,1
16,2,4,100,100,100,20,2,3,100,4,1,0,60.0,10.0,2->5,2->5->8->9->6->4,1,4,5,1
17,2,7,100,100,0,20,0,0,0,4,1,0,0.0,0.0,0->0,,0,0,0,1
18,1,2,178,187,187,20,2,1,100,4,1,1173,52.0,2.0,1->2,1->2,1,0,1,1
