Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,2409,176211,195789,795,795,795,2,52,4,1,1,4,0
0,1,0,1497,57265,71581,495,495,495,1,2,2,3,3,4,1
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,0,1,870,55326,69157,288,288,288,1,4,4,3,3,4,0
1,4,1,2982,179620,199577,985,985,985,2,54,8,1,1,4,1
6,8,1,1463,92065,115081,483,483,483,2,4,8,2,2,4,2
6,10,1,2170,87520,109399,717,717,717,2,6,12,2,2,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
