Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,2,1,1259,80846,101057,416,416,416,2,56,12,3,3,4,0
1,0,1,1027,72444,80493,339,339,339,1,52,2,1,1,4,1
4,2,1,1461,81875,90972,483,483,483,1,4,4,1,1,4,2
1,6,1,1139,59886,74857,376,376,376,1,6,6,3,3,4,3
4,8,1,1386,74612,93264,458,458,458,1,4,4,3,3,4,4
6,8,1,985,83597,104496,326,326,326,2,4,8,2,2,4,5
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,9
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,10
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,11
