Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,2448,127227,159033,0,0,0,2,52,4,2,2,3,0
0,5,0,2608,136219,170273,0,0,0,2,54,8,2,2,3,1
4,9,0,2456,127748,159685,0,0,0,2,54,8,2,2,3,2
9,10,0,2505,147181,163534,0,0,0,2,104,8,1,1,3,3
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,4
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,5
0,1,1,1009,52617,65771,0,0,0,1,52,2,2,2,3,0
4,5,1,892,52186,57984,0,0,0,1,2,2,1,1,3,1
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,2
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
