Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,995,52152,65189,0,0,0,1,2,2,2,2,4,0
0,2,0,969,57018,63353,0,0,0,1,4,4,1,1,4,1
1,6,1,2506,130848,163559,0,0,0,2,56,12,3,3,4,0
4,8,1,2522,131150,163937,0,0,0,2,56,12,3,3,4,1
6,8,1,2495,129321,161651,0,0,0,2,4,8,3,3,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,4,1,1012,158460,164955,0,0,0,2,8,8,1,1,4,7
