Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,2,0,930,47937,59921,0,0,0,1,4,4,2,2,4,0
2,4,0,937,48342,60427,0,0,0,1,6,6,3,3,4,1
4,8,0,922,54166,60184,0,0,0,1,54,4,1,1,4,2
6,8,0,2497,130153,162691,0,0,0,2,4,8,3,3,4,3
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,6,1,2527,130724,163404,0,0,0,2,56,12,2,2,4,0
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,1
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,1,1,959,155911,162123,0,0,0,2,4,4,1,1,4,6
