Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,0,0,1152,44665,55831,381,381,381,1,2,2,2,2,4,0
0,2,0,785,63923,71025,260,260,260,1,4,4,1,1,4,1
1,6,0,1514,78197,97746,500,500,500,1,6,6,2,2,4,2
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
4,6,1,917,91347,101496,303,303,303,2,2,4,1,1,4,0
4,8,1,2771,156588,195735,915,915,915,2,4,8,3,3,4,1
4,10,1,3140,172680,191866,1037,1037,1037,2,56,12,1,1,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
