Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
0,2,1,1789,93535,116918,0,0,0,2,4,8,2,2,4,0
1,6,1,1756,91655,114568,0,0,0,2,6,12,3,3,4,1
4,8,1,1791,105124,116804,0,0,0,2,6,12,1,1,4,2
6,8,1,1735,101905,113227,0,0,0,2,4,8,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
0,1,1,944,148980,161224,0,0,0,2,4,4,1,1,4,8
2,4,1,1716,200410,211566,0,0,0,3,8,14,1,1,4,9
