Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,996,51893,64866,0,0,0,1,2,2,2,2,4,0
0,2,0,978,57428,63808,0,0,0,1,4,4,1,1,4,1
2,4,0,926,48066,60082,0,0,0,1,4,4,3,3,4,2
4,8,0,966,56417,62685,0,0,0,1,4,4,1,1,4,3
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,7
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,8
6,8,0,956,155725,161916,0,0,0,2,6,6,1,1,4,9
1,6,1,908,47729,59661,0,0,0,1,56,6,3,3,4,0
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,1
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
