Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,1495,85167,94629,494,494,494,1,2,2,1,1,4,0
7,10,0,928,85364,94848,307,307,307,1,52,2,1,1,4,1
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,2,1,1350,71395,89243,446,446,446,1,6,6,3,3,4,0
2,0,1,902,82609,103261,298,298,298,2,6,12,3,3,4,1
6,7,1,1230,53829,59810,406,406,406,1,6,6,1,1,4,2
0,7,1,1465,73423,81581,484,484,484,1,6,6,1,1,4,3
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,9
