Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
1,0,0,1041,69103,76781,344,344,344,1,2,2,1,1,4,0
1,2,0,1248,84087,93430,412,412,412,1,2,2,1,1,4,1
4,2,0,1278,77831,86478,422,422,422,1,6,6,1,1,4,2
4,8,0,790,52201,65251,261,261,261,1,6,6,2,2,4,3
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,7
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,8
7,8,0,934,160764,175954,309,309,309,2,4,4,1,1,4,9
0,6,1,1037,66208,82760,343,343,343,1,4,4,3,3,4,0
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,1
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
