Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
2,1,1,826,81109,101386,273,273,273,2,2,4,2,2,4,0
0,2,1,1395,51695,64618,461,461,461,1,4,4,3,3,4,1
2,6,1,2612,128226,160282,862,862,862,2,6,12,3,3,4,2
4,7,1,1226,44915,56143,405,405,405,1,4,4,3,3,4,3
4,10,1,2395,140205,175256,791,791,791,2,56,12,2,2,4,4
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,9
2,4,1,1166,159410,166011,385,385,385,2,6,6,1,1,4,10
