Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,1,0,1327,77719,86354,0,0,0,1,2,2,1,1,4,0
0,2,0,1315,68419,85523,0,0,0,1,4,4,3,3,4,1
1,6,0,1348,69961,87451,0,0,0,1,56,6,2,2,4,2
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,6
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,7
4,8,1,1721,100626,111806,0,0,0,2,4,8,1,1,4,0
6,8,1,1773,92036,115045,0,0,0,2,54,8,3,3,4,1
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,2
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,4,1,1304,167848,184809,0,0,0,2,6,6,1,1,4,7
