Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
0,2,1,2464,127720,159649,0,0,0,2,54,8,3,3,4,0
1,6,1,936,55064,61182,0,0,0,1,6,6,1,1,4,1
2,4,1,2496,146166,162406,0,0,0,2,54,8,1,1,4,2
4,8,1,2547,148720,165244,0,0,0,2,4,8,1,1,4,3
6,8,1,2468,144418,160464,0,0,0,2,6,12,1,1,4,4
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
0,1,1,1005,158464,164959,0,0,0,2,4,4,1,1,4,7
