Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,5,0,2356,139324,154804,778,778,778,2,6,12,1,1,3,0
7,9,0,2964,152305,190381,979,979,979,2,4,8,2,2,3,1
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
1,4,0,1342,152581,158423,443,443,443,2,6,6,1,1,3,4
1,0,1,884,79771,88634,292,292,292,1,2,2,1,1,3,0
5,4,1,2760,145540,181925,911,911,911,2,2,4,2,2,3,1
4,10,1,2559,131844,164804,845,845,845,2,56,12,3,3,3,2
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
