Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,1,0,770,66245,82806,255,255,255,1,2,2,3,3,4,0
1,0,0,1521,55243,69053,502,502,502,1,2,2,2,2,4,1
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
4,6,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
6,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,4
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,6,1,1562,75620,84022,516,516,516,1,6,6,1,1,4,0
2,6,1,1431,43385,54231,473,473,473,1,6,6,3,3,4,1
4,8,1,815,69069,76743,269,269,269,1,4,4,1,1,4,2
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,7,1,888,161622,177027,294,294,294,2,6,6,1,1,4,8
