Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
2,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,0,1,903,70680,78533,298,298,298,1,2,2,1,1,4,0
2,1,1,1052,79852,99814,348,348,348,1,8,8,2,2,4,1
1,6,1,2381,147303,184128,786,786,786,2,6,12,2,2,4,2
6,10,1,1234,75363,83736,408,408,408,1,6,6,1,1,4,3
7,10,1,3004,159339,199173,992,992,992,2,2,4,2,2,4,4
0,1,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
0,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,7
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,8
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,9
1,4,1,1018,154914,168642,336,336,336,2,6,6,1,1,4,10
