Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
7,8,0,0,100000,100000,0,0,0,1,2,2,1,1,4,0
7,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,1
8,10,0,0,100000,100000,0,0,0,1,2,2,1,1,4,2
0,8,1,2331,128687,160858,770,770,770,2,56,12,2,2,4,0
6,7,1,1106,63279,70310,365,365,365,1,56,6,1,1,4,1
7,6,1,3053,140568,175710,1008,1008,1008,2,56,12,2,2,4,2
1,2,1,0,100000,100000,0,0,0,1,2,2,1,1,4,3
1,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,4
2,4,1,0,100000,100000,0,0,0,1,2,2,1,1,4,5
2,7,1,0,100000,100000,0,0,0,1,2,2,1,1,4,6
0,1,1,774,162289,177861,256,256,256,2,4,4,1,1,4,7
0,4,1,961,140411,150513,318,318,318,2,4,4,1,1,4,8
