Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,0
1,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
4,5,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
0,1,0,1706,199817,224771,563,563,563,3,4,6,1,1,3,3
1,4,0,1954,222921,236578,645,645,645,3,6,10,1,1,3,4
0,5,1,1487,124610,138455,491,491,491,2,4,8,1,1,3,0
0,9,1,1798,108056,135070,594,594,594,2,8,16,2,2,3,1
4,9,1,1663,112693,140866,549,549,549,2,6,12,3,3,3,2
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,3
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
5,7,1,2200,208874,236092,726,726,726,3,4,6,1,1,3,5
