Src_node,Dst_node,Carrier_ID,Users_count,Min_Required_Lightpath_Bandwidth,Max_Required_Lightpath_Bandwidth,Priority_1,Priority_2,Priority_3,Number of lightpaths,Payment,Flat_Payment,Request_Priority,Final_Priority,From_DCP,Path_ID
10,9,0,172,29501,36876,57,57,57,1,4,4,3,3,3,0
0,1,0,0,100000,100000,0,0,0,1,2,2,1,1,3,1
0,4,0,0,100000,100000,0,0,0,1,2,2,1,1,3,2
4,9,0,0,100000,100000,0,0,0,1,2,2,1,1,3,3
1,4,0,1493,176602,185113,493,493,493,2,6,6,1,1,3,4
0,1,1,1648,115572,128413,544,544,544,2,2,4,1,1,3,0
4,7,1,2274,114648,143310,751,751,751,2,56,12,2,2,3,1
5,10,1,2115,92737,115921,698,698,698,2,4,8,3,3,3,2
1,7,1,1661,133249,148054,549,549,549,2,58,16,1,1,3,3
5,7,1,0,100000,100000,0,0,0,1,2,2,1,1,3,4
5,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,5
7,9,1,0,100000,100000,0,0,0,1,2,2,1,1,3,6
7,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,7
9,10,1,0,100000,100000,0,0,0,1,2,2,1,1,3,8
